
 Document Pair(0,0) 	 Similarity Score: 104.16570536933631

 Document Pair(73,77) 	 Similarity Score: 14.546722053433278

 Document Pair(73,78) 	 Similarity Score: 14.060298441425513

 Document Pair(73,79) 	 Similarity Score: 14.602416949961466

 Document Pair(73,80) 	 Similarity Score: 14.060298441425513

 Document Pair(73,81) 	 Similarity Score: 17.494505696731657

 Document Pair(73,82) 	 Similarity Score: 14.602416949961466

 Document Pair(73,83) 	 Similarity Score: 14.236859546117678

 Document Pair(73,84) 	 Similarity Score: 14.602416949961466

 Document Pair(73,85) 	 Similarity Score: 14.602416949961466

 Document Pair(73,86) 	 Similarity Score: 14.602416949961466

 Document Pair(73,87) 	 Similarity Score: 14.236859546117678

 Document Pair(73,88) 	 Similarity Score: 14.602416949961466

 Document Pair(73,89) 	 Similarity Score: 14.236859546117678

 Document Pair(73,90) 	 Similarity Score: 13.82663514386436

 Document Pair(73,91) 	 Similarity Score: 14.236859546117678

 Document Pair(73,92) 	 Similarity Score: 14.060298441425513

 Document Pair(73,93) 	 Similarity Score: 13.71176513535914

 Document Pair(73,94) 	 Similarity Score: 14.060298441425513

 Document Pair(73,95) 	 Similarity Score: 14.060298441425513

 Document Pair(73,96) 	 Similarity Score: 13.82663514386436

 Document Pair(73,97) 	 Similarity Score: 20.704848646975297

 Document Pair(73,98) 	 Similarity Score: 14.602416949961466

 Document Pair(73,99) 	 Similarity Score: 14.060298441425513

 Document Pair(73,100) 	 Similarity Score: 13.595578939695564

 Document Pair(74,0) 	 Similarity Score: 21.783021518253758

 Document Pair(74,1) 	 Similarity Score: 35.843597775620864

 Document Pair(74,2) 	 Similarity Score: 27.47322683982437

 Document Pair(74,3) 	 Similarity Score: 101.81980515339464

 Document Pair(74,4) 	 Similarity Score: 28.935215619688382

 Document Pair(74,5) 	 Similarity Score: 27.47322683982437

 Document Pair(74,6) 	 Similarity Score: 27.47322683982437

 Document Pair(74,7) 	 Similarity Score: 35.843597775620864

 Document Pair(74,8) 	 Similarity Score: 25.26029653504816

 Document Pair(74,9) 	 Similarity Score: 35.843597775620864

 Document Pair(74,10) 	 Similarity Score: 27.47322683982437

 Document Pair(74,11) 	 Similarity Score: 20.346325778322903

 Document Pair(74,12) 	 Similarity Score: 35.843597775620864

 Document Pair(74,13) 	 Similarity Score: 35.843597775620864

 Document Pair(74,14) 	 Similarity Score: 35.843597775620864

 Document Pair(74,15) 	 Similarity Score: 23.355908274126

 Document Pair(74,16) 	 Similarity Score: 27.47322683982437

 Document Pair(74,17) 	 Similarity Score: 27.47322683982437

 Document Pair(74,18) 	 Similarity Score: 35.843597775620864

 Document Pair(74,19) 	 Similarity Score: 28.38989243877122

 Document Pair(74,20) 	 Similarity Score: 27.47322683982437

 Document Pair(74,21) 	 Similarity Score: 25.027579010065566

 Document Pair(74,22) 	 Similarity Score: 23.355908274126

 Document Pair(74,23) 	 Similarity Score: 101.4954083584571

 Document Pair(74,24) 	 Similarity Score: 25.26029653504816

 Document Pair(74,25) 	 Similarity Score: 35.843597775620864

 Document Pair(74,26) 	 Similarity Score: 35.843597775620864

 Document Pair(74,27) 	 Similarity Score: 35.843597775620864

 Document Pair(74,28) 	 Similarity Score: 35.843597775620864

 Document Pair(74,29) 	 Similarity Score: 35.843597775620864

 Document Pair(74,30) 	 Similarity Score: 27.47322683982437

 Document Pair(74,31) 	 Similarity Score: 27.47322683982437

 Document Pair(74,32) 	 Similarity Score: 27.47322683982437

 Document Pair(74,33) 	 Similarity Score: 35.843597775620864

 Document Pair(74,34) 	 Similarity Score: 18.79645164045565

 Document Pair(74,35) 	 Similarity Score: 33.44582589345013

 Document Pair(74,36) 	 Similarity Score: 27.47322683982437

 Document Pair(74,37) 	 Similarity Score: 16.70988925928038

 Document Pair(74,38) 	 Similarity Score: 25.210560975474532

 Document Pair(74,39) 	 Similarity Score: 28.181294906999714

 Document Pair(74,40) 	 Similarity Score: 24.353799753559453

 Document Pair(74,41) 	 Similarity Score: 23.355908274126

 Document Pair(74,42) 	 Similarity Score: 18.03137429977619

 Document Pair(74,43) 	 Similarity Score: 17.946040427110756

 Document Pair(74,44) 	 Similarity Score: 19.814370489669233

 Document Pair(74,45) 	 Similarity Score: 27.47322683982437

 Document Pair(74,46) 	 Similarity Score: 25.904411708426895

 Document Pair(74,47) 	 Similarity Score: 35.843597775620864

 Document Pair(74,48) 	 Similarity Score: 35.843597775620864

 Document Pair(74,49) 	 Similarity Score: 27.47322683982437

 Document Pair(74,50) 	 Similarity Score: 35.843597775620864

 Document Pair(74,51) 	 Similarity Score: 35.843597775620864

 Document Pair(74,52) 	 Similarity Score: 27.47322683982437

 Document Pair(74,53) 	 Similarity Score: 20.346325778322903

 Document Pair(74,54) 	 Similarity Score: 101.81980515339464

 Document Pair(74,55) 	 Similarity Score: 23.85038626046942

 Document Pair(74,56) 	 Similarity Score: 20.389412884940516

 Document Pair(74,57) 	 Similarity Score: 35.843597775620864

 Document Pair(74,58) 	 Similarity Score: 35.843597775620864

 Document Pair(74,59) 	 Similarity Score: 35.843597775620864

 Document Pair(74,60) 	 Similarity Score: 19.036015259760127

 Document Pair(74,61) 	 Similarity Score: 27.47322683982437

 Document Pair(74,62) 	 Similarity Score: 27.47322683982437

 Document Pair(74,63) 	 Similarity Score: 27.47322683982437

 Document Pair(74,64) 	 Similarity Score: 35.843597775620864

 Document Pair(74,65) 	 Similarity Score: 24.353799753559453

 Document Pair(74,66) 	 Similarity Score: 32.838077796368026

 Document Pair(74,67) 	 Similarity Score: 35.843597775620864

 Document Pair(74,68) 	 Similarity Score: 35.843597775620864

 Document Pair(74,69) 	 Similarity Score: 27.47322683982437

 Document Pair(74,70) 	 Similarity Score: 35.843597775620864

 Document Pair(74,71) 	 Similarity Score: 35.843597775620864

 Document Pair(74,72) 	 Similarity Score: 27.47322683982437

 Document Pair(74,73) 	 Similarity Score: 16.70988925928038

 Document Pair(74,74) 	 Similarity Score: 101.81980515339464

 Document Pair(74,75) 	 Similarity Score: 101.81980515339464

 Document Pair(74,76) 	 Similarity Score: 101.81980515339464

 Document Pair(74,77) 	 Similarity Score: 19.036015259760127

 Document Pair(74,78) 	 Similarity Score: 101.81980515339464

 Document Pair(74,79) 	 Similarity Score: 27.47322683982437

 Document Pair(74,80) 	 Similarity Score: 101.81980515339464

 Document Pair(74,81) 	 Similarity Score: 20.088526866669753

 Document Pair(74,82) 	 Similarity Score: 27.47322683982437

 Document Pair(74,83) 	 Similarity Score: 35.843597775620864

 Document Pair(74,84) 	 Similarity Score: 27.47322683982437

 Document Pair(74,85) 	 Similarity Score: 27.47322683982437

 Document Pair(74,86) 	 Similarity Score: 27.47322683982437

 Document Pair(74,87) 	 Similarity Score: 35.843597775620864

 Document Pair(74,88) 	 Similarity Score: 27.47322683982437

 Document Pair(74,89) 	 Similarity Score: 35.843597775620864

 Document Pair(74,90) 	 Similarity Score: 24.353799753559453

 Document Pair(74,91) 	 Similarity Score: 35.843597775620864

 Document Pair(74,92) 	 Similarity Score: 101.81980515339464

 Document Pair(74,93) 	 Similarity Score: 18.79645164045565

 Document Pair(74,94) 	 Similarity Score: 101.81980515339464

 Document Pair(74,95) 	 Similarity Score: 101.81980515339464

 Document Pair(74,96) 	 Similarity Score: 24.353799753559453

 Document Pair(74,97) 	 Similarity Score: 34.16545259766309

 Document Pair(74,98) 	 Similarity Score: 27.47322683982437

 Document Pair(74,99) 	 Similarity Score: 101.81980515339464

 Document Pair(74,100) 	 Similarity Score: 54.73491629237772

 Document Pair(75,0) 	 Similarity Score: 21.783021518253758

 Document Pair(75,1) 	 Similarity Score: 35.843597775620864

 Document Pair(75,2) 	 Similarity Score: 27.47322683982437

 Document Pair(75,3) 	 Similarity Score: 101.81980515339464

 Document Pair(75,4) 	 Similarity Score: 28.935215619688382

 Document Pair(75,5) 	 Similarity Score: 27.47322683982437

 Document Pair(75,6) 	 Similarity Score: 27.47322683982437

 Document Pair(75,7) 	 Similarity Score: 35.843597775620864

 Document Pair(75,8) 	 Similarity Score: 25.26029653504816

 Document Pair(75,9) 	 Similarity Score: 35.843597775620864

 Document Pair(75,10) 	 Similarity Score: 27.47322683982437

 Document Pair(75,11) 	 Similarity Score: 20.346325778322903

 Document Pair(75,12) 	 Similarity Score: 35.843597775620864

 Document Pair(75,13) 	 Similarity Score: 35.843597775620864

 Document Pair(75,14) 	 Similarity Score: 35.843597775620864

 Document Pair(75,15) 	 Similarity Score: 23.355908274126

 Document Pair(75,16) 	 Similarity Score: 27.47322683982437

 Document Pair(75,17) 	 Similarity Score: 27.47322683982437

 Document Pair(75,18) 	 Similarity Score: 35.843597775620864

 Document Pair(75,19) 	 Similarity Score: 28.38989243877122

 Document Pair(75,20) 	 Similarity Score: 27.47322683982437

 Document Pair(75,21) 	 Similarity Score: 25.027579010065566

 Document Pair(75,22) 	 Similarity Score: 23.355908274126

 Document Pair(75,23) 	 Similarity Score: 101.4954083584571

 Document Pair(75,24) 	 Similarity Score: 25.26029653504816

 Document Pair(75,25) 	 Similarity Score: 35.843597775620864

 Document Pair(75,26) 	 Similarity Score: 35.843597775620864

 Document Pair(75,27) 	 Similarity Score: 35.843597775620864

 Document Pair(75,28) 	 Similarity Score: 35.843597775620864

 Document Pair(75,29) 	 Similarity Score: 35.843597775620864

 Document Pair(75,30) 	 Similarity Score: 27.47322683982437

 Document Pair(75,31) 	 Similarity Score: 27.47322683982437

 Document Pair(75,32) 	 Similarity Score: 27.47322683982437

 Document Pair(75,33) 	 Similarity Score: 35.843597775620864

 Document Pair(75,34) 	 Similarity Score: 18.79645164045565

 Document Pair(75,35) 	 Similarity Score: 33.44582589345013

 Document Pair(75,36) 	 Similarity Score: 27.47322683982437

 Document Pair(75,37) 	 Similarity Score: 16.70988925928038

 Document Pair(75,38) 	 Similarity Score: 25.210560975474532

 Document Pair(75,39) 	 Similarity Score: 28.181294906999714

 Document Pair(75,40) 	 Similarity Score: 24.353799753559453

 Document Pair(75,41) 	 Similarity Score: 23.355908274126

 Document Pair(75,42) 	 Similarity Score: 18.03137429977619

 Document Pair(75,43) 	 Similarity Score: 17.946040427110756

 Document Pair(75,44) 	 Similarity Score: 19.814370489669233

 Document Pair(75,45) 	 Similarity Score: 27.47322683982437

 Document Pair(75,46) 	 Similarity Score: 25.904411708426895

 Document Pair(75,47) 	 Similarity Score: 35.843597775620864

 Document Pair(75,48) 	 Similarity Score: 35.843597775620864

 Document Pair(75,49) 	 Similarity Score: 27.47322683982437

 Document Pair(75,50) 	 Similarity Score: 35.843597775620864

 Document Pair(75,51) 	 Similarity Score: 35.843597775620864

 Document Pair(75,52) 	 Similarity Score: 27.47322683982437

 Document Pair(75,53) 	 Similarity Score: 20.346325778322903

 Document Pair(75,54) 	 Similarity Score: 101.81980515339464

 Document Pair(75,55) 	 Similarity Score: 23.85038626046942

 Document Pair(75,56) 	 Similarity Score: 20.389412884940516

 Document Pair(75,57) 	 Similarity Score: 35.843597775620864

 Document Pair(75,58) 	 Similarity Score: 35.843597775620864

 Document Pair(75,59) 	 Similarity Score: 35.843597775620864

 Document Pair(75,60) 	 Similarity Score: 19.036015259760127

 Document Pair(75,61) 	 Similarity Score: 27.47322683982437

 Document Pair(75,62) 	 Similarity Score: 27.47322683982437

 Document Pair(75,63) 	 Similarity Score: 27.47322683982437

 Document Pair(75,64) 	 Similarity Score: 35.843597775620864

 Document Pair(75,65) 	 Similarity Score: 24.353799753559453

 Document Pair(75,66) 	 Similarity Score: 32.838077796368026

 Document Pair(75,67) 	 Similarity Score: 35.843597775620864

 Document Pair(75,68) 	 Similarity Score: 35.843597775620864

 Document Pair(75,69) 	 Similarity Score: 27.47322683982437

 Document Pair(75,70) 	 Similarity Score: 35.843597775620864

 Document Pair(75,71) 	 Similarity Score: 35.843597775620864

 Document Pair(75,72) 	 Similarity Score: 27.47322683982437

 Document Pair(75,73) 	 Similarity Score: 16.70988925928038

 Document Pair(75,74) 	 Similarity Score: 101.81980515339464

 Document Pair(75,75) 	 Similarity Score: 101.81980515339464

 Document Pair(75,76) 	 Similarity Score: 101.81980515339464

 Document Pair(75,77) 	 Similarity Score: 19.036015259760127

 Document Pair(75,78) 	 Similarity Score: 101.81980515339464

 Document Pair(75,79) 	 Similarity Score: 27.47322683982437

 Document Pair(75,80) 	 Similarity Score: 101.81980515339464

 Document Pair(75,81) 	 Similarity Score: 20.088526866669753

 Document Pair(75,82) 	 Similarity Score: 27.47322683982437

 Document Pair(75,83) 	 Similarity Score: 35.843597775620864

 Document Pair(75,84) 	 Similarity Score: 27.47322683982437

 Document Pair(75,85) 	 Similarity Score: 27.47322683982437

 Document Pair(75,86) 	 Similarity Score: 27.47322683982437

 Document Pair(75,87) 	 Similarity Score: 35.843597775620864

 Document Pair(75,88) 	 Similarity Score: 27.47322683982437

 Document Pair(75,89) 	 Similarity Score: 35.843597775620864

 Document Pair(75,90) 	 Similarity Score: 24.353799753559453

 Document Pair(75,91) 	 Similarity Score: 35.843597775620864

 Document Pair(75,92) 	 Similarity Score: 101.81980515339464

 Document Pair(75,93) 	 Similarity Score: 18.79645164045565

 Document Pair(75,94) 	 Similarity Score: 101.81980515339464

 Document Pair(75,95) 	 Similarity Score: 101.81980515339464

 Document Pair(75,96) 	 Similarity Score: 24.353799753559453

 Document Pair(75,97) 	 Similarity Score: 34.16545259766309

 Document Pair(75,98) 	 Similarity Score: 27.47322683982437

 Document Pair(75,99) 	 Similarity Score: 101.81980515339464

 Document Pair(75,100) 	 Similarity Score: 54.73491629237772

 Document Pair(76,0) 	 Similarity Score: 21.783021518253758

 Document Pair(76,1) 	 Similarity Score: 35.843597775620864

 Document Pair(76,2) 	 Similarity Score: 27.47322683982437

 Document Pair(76,3) 	 Similarity Score: 101.81980515339464

 Document Pair(76,4) 	 Similarity Score: 28.935215619688382

 Document Pair(76,5) 	 Similarity Score: 27.47322683982437

 Document Pair(76,6) 	 Similarity Score: 27.47322683982437

 Document Pair(76,7) 	 Similarity Score: 35.843597775620864

 Document Pair(76,8) 	 Similarity Score: 25.26029653504816

 Document Pair(76,9) 	 Similarity Score: 35.843597775620864

 Document Pair(76,10) 	 Similarity Score: 27.47322683982437

 Document Pair(76,11) 	 Similarity Score: 20.346325778322903

 Document Pair(76,12) 	 Similarity Score: 35.843597775620864

 Document Pair(76,13) 	 Similarity Score: 35.843597775620864

 Document Pair(76,14) 	 Similarity Score: 35.843597775620864

 Document Pair(76,15) 	 Similarity Score: 23.355908274126

 Document Pair(76,16) 	 Similarity Score: 27.47322683982437

 Document Pair(76,17) 	 Similarity Score: 27.47322683982437

 Document Pair(76,18) 	 Similarity Score: 35.843597775620864

 Document Pair(76,19) 	 Similarity Score: 28.38989243877122

 Document Pair(76,20) 	 Similarity Score: 27.47322683982437

 Document Pair(76,21) 	 Similarity Score: 25.027579010065566

 Document Pair(76,22) 	 Similarity Score: 23.355908274126

 Document Pair(76,23) 	 Similarity Score: 101.4954083584571

 Document Pair(76,24) 	 Similarity Score: 25.26029653504816

 Document Pair(76,25) 	 Similarity Score: 35.843597775620864

 Document Pair(76,26) 	 Similarity Score: 35.843597775620864

 Document Pair(76,27) 	 Similarity Score: 35.843597775620864

 Document Pair(76,28) 	 Similarity Score: 35.843597775620864

 Document Pair(76,29) 	 Similarity Score: 35.843597775620864

 Document Pair(76,30) 	 Similarity Score: 27.47322683982437

 Document Pair(76,31) 	 Similarity Score: 27.47322683982437

 Document Pair(76,32) 	 Similarity Score: 27.47322683982437

 Document Pair(76,33) 	 Similarity Score: 35.843597775620864

 Document Pair(76,34) 	 Similarity Score: 18.79645164045565

 Document Pair(76,35) 	 Similarity Score: 33.44582589345013

 Document Pair(76,36) 	 Similarity Score: 27.47322683982437

 Document Pair(76,37) 	 Similarity Score: 16.70988925928038

 Document Pair(76,38) 	 Similarity Score: 25.210560975474532

 Document Pair(76,39) 	 Similarity Score: 28.181294906999714

 Document Pair(76,40) 	 Similarity Score: 24.353799753559453

 Document Pair(76,41) 	 Similarity Score: 23.355908274126

 Document Pair(76,42) 	 Similarity Score: 18.03137429977619

 Document Pair(76,43) 	 Similarity Score: 17.946040427110756

 Document Pair(76,44) 	 Similarity Score: 19.814370489669233

 Document Pair(76,45) 	 Similarity Score: 27.47322683982437

 Document Pair(76,46) 	 Similarity Score: 25.904411708426895

 Document Pair(76,47) 	 Similarity Score: 35.843597775620864

 Document Pair(76,48) 	 Similarity Score: 35.843597775620864

 Document Pair(76,49) 	 Similarity Score: 27.47322683982437

 Document Pair(76,50) 	 Similarity Score: 35.843597775620864

 Document Pair(76,51) 	 Similarity Score: 35.843597775620864

 Document Pair(76,52) 	 Similarity Score: 27.47322683982437

 Document Pair(76,53) 	 Similarity Score: 20.346325778322903

 Document Pair(76,54) 	 Similarity Score: 101.81980515339464

 Document Pair(76,55) 	 Similarity Score: 23.85038626046942

 Document Pair(76,56) 	 Similarity Score: 20.389412884940516

 Document Pair(76,57) 	 Similarity Score: 35.843597775620864

 Document Pair(76,58) 	 Similarity Score: 35.843597775620864

 Document Pair(76,59) 	 Similarity Score: 35.843597775620864

 Document Pair(76,60) 	 Similarity Score: 19.036015259760127

 Document Pair(76,61) 	 Similarity Score: 27.47322683982437

 Document Pair(76,62) 	 Similarity Score: 27.47322683982437

 Document Pair(76,63) 	 Similarity Score: 27.47322683982437

 Document Pair(76,64) 	 Similarity Score: 35.843597775620864

 Document Pair(76,65) 	 Similarity Score: 24.353799753559453

 Document Pair(76,66) 	 Similarity Score: 32.838077796368026

 Document Pair(76,67) 	 Similarity Score: 35.843597775620864

 Document Pair(76,68) 	 Similarity Score: 35.843597775620864

 Document Pair(76,69) 	 Similarity Score: 27.47322683982437

 Document Pair(76,70) 	 Similarity Score: 35.843597775620864

 Document Pair(76,71) 	 Similarity Score: 35.843597775620864

 Document Pair(76,72) 	 Similarity Score: 27.47322683982437

 Document Pair(76,73) 	 Similarity Score: 16.70988925928038

 Document Pair(76,74) 	 Similarity Score: 101.81980515339464

 Document Pair(76,75) 	 Similarity Score: 101.81980515339464

 Document Pair(76,76) 	 Similarity Score: 101.81980515339464

 Document Pair(76,77) 	 Similarity Score: 19.036015259760127

 Document Pair(76,78) 	 Similarity Score: 101.81980515339464

 Document Pair(76,79) 	 Similarity Score: 27.47322683982437

 Document Pair(76,80) 	 Similarity Score: 101.81980515339464

 Document Pair(76,81) 	 Similarity Score: 20.088526866669753

 Document Pair(76,82) 	 Similarity Score: 27.47322683982437

 Document Pair(76,83) 	 Similarity Score: 35.843597775620864

 Document Pair(76,84) 	 Similarity Score: 27.47322683982437

 Document Pair(76,85) 	 Similarity Score: 27.47322683982437

 Document Pair(76,86) 	 Similarity Score: 27.47322683982437

 Document Pair(76,87) 	 Similarity Score: 35.843597775620864

 Document Pair(76,88) 	 Similarity Score: 27.47322683982437

 Document Pair(76,89) 	 Similarity Score: 35.843597775620864

 Document Pair(76,90) 	 Similarity Score: 24.353799753559453

 Document Pair(76,91) 	 Similarity Score: 35.843597775620864

 Document Pair(76,92) 	 Similarity Score: 101.81980515339464

 Document Pair(76,93) 	 Similarity Score: 18.79645164045565

 Document Pair(76,94) 	 Similarity Score: 101.81980515339464

 Document Pair(76,95) 	 Similarity Score: 101.81980515339464

 Document Pair(76,96) 	 Similarity Score: 24.353799753559453

 Document Pair(76,97) 	 Similarity Score: 34.16545259766309

 Document Pair(76,98) 	 Similarity Score: 27.47322683982437

 Document Pair(76,99) 	 Similarity Score: 101.81980515339464

 Document Pair(76,100) 	 Similarity Score: 54.73491629237772

 Document Pair(77,0) 	 Similarity Score: 25.04732882104489

 Document Pair(77,1) 	 Similarity Score: 20.39679973211878

 Document Pair(77,2) 	 Similarity Score: 19.03632024327058

 Document Pair(77,3) 	 Similarity Score: 19.036015259760127

 Document Pair(77,4) 	 Similarity Score: 23.165240518812126

 Document Pair(77,5) 	 Similarity Score: 19.03632024327058

 Document Pair(77,6) 	 Similarity Score: 19.03632024327058

 Document Pair(77,7) 	 Similarity Score: 20.39679973211878

 Document Pair(77,8) 	 Similarity Score: 28.578810514995485

 Document Pair(77,9) 	 Similarity Score: 20.39679973211878

 Document Pair(77,10) 	 Similarity Score: 19.03632024327058

 Document Pair(77,11) 	 Similarity Score: 23.407648217690983

 Document Pair(77,12) 	 Similarity Score: 20.39679973211878

 Document Pair(77,13) 	 Similarity Score: 20.39679973211878

 Document Pair(77,14) 	 Similarity Score: 20.39679973211878

 Document Pair(77,15) 	 Similarity Score: 19.03574419172522

 Document Pair(77,16) 	 Similarity Score: 19.03632024327058

 Document Pair(77,17) 	 Similarity Score: 19.03632024327058

 Document Pair(77,18) 	 Similarity Score: 20.39679973211878

 Document Pair(77,19) 	 Similarity Score: 31.417917054170335

 Document Pair(77,20) 	 Similarity Score: 19.03632024327058

 Document Pair(77,21) 	 Similarity Score: 39.26785306151925

 Document Pair(77,22) 	 Similarity Score: 19.03574419172522

 Document Pair(77,23) 	 Similarity Score: 23.205873543801136

 Document Pair(77,24) 	 Similarity Score: 28.578810514995485

 Document Pair(77,25) 	 Similarity Score: 20.39679973211878

 Document Pair(77,26) 	 Similarity Score: 20.39679973211878

 Document Pair(77,27) 	 Similarity Score: 20.39679973211878

 Document Pair(77,28) 	 Similarity Score: 20.39679973211878

 Document Pair(77,29) 	 Similarity Score: 20.39679973211878

 Document Pair(77,30) 	 Similarity Score: 19.03632024327058

 Document Pair(77,31) 	 Similarity Score: 19.03632024327058

 Document Pair(77,32) 	 Similarity Score: 19.03632024327058

 Document Pair(77,33) 	 Similarity Score: 20.39679973211878

 Document Pair(77,34) 	 Similarity Score: 56.5214827321985

 Document Pair(77,35) 	 Similarity Score: 25.968683096112592

 Document Pair(77,36) 	 Similarity Score: 19.03632024327058

 Document Pair(77,37) 	 Similarity Score: 17.53363223023792

 Document Pair(77,38) 	 Similarity Score: 28.578713576922066

 Document Pair(77,39) 	 Similarity Score: 23.1651350382221

 Document Pair(77,40) 	 Similarity Score: 19.03588380611737

 Document Pair(77,41) 	 Similarity Score: 19.03574419172522

 Document Pair(77,42) 	 Similarity Score: 19.03570391825391

 Document Pair(77,43) 	 Similarity Score: 19.035691062068583

 Document Pair(77,44) 	 Similarity Score: 23.165084150156673

 Document Pair(77,45) 	 Similarity Score: 19.03632024327058

 Document Pair(77,46) 	 Similarity Score: 26.297023192972226

 Document Pair(77,47) 	 Similarity Score: 20.39679973211878

 Document Pair(77,48) 	 Similarity Score: 20.39679973211878

 Document Pair(77,49) 	 Similarity Score: 19.03632024327058

 Document Pair(77,50) 	 Similarity Score: 20.39679973211878

 Document Pair(77,51) 	 Similarity Score: 20.39679973211878

 Document Pair(77,52) 	 Similarity Score: 19.03632024327058

 Document Pair(77,53) 	 Similarity Score: 23.407648217690983

 Document Pair(77,54) 	 Similarity Score: 19.036015259760127

 Document Pair(77,55) 	 Similarity Score: 19.03581337384063

 Document Pair(77,56) 	 Similarity Score: 20.388839187528703

 Document Pair(77,57) 	 Similarity Score: 20.39679973211878

 Document Pair(77,58) 	 Similarity Score: 20.39679973211878

 Document Pair(77,59) 	 Similarity Score: 20.39679973211878

 Document Pair(77,60) 	 Similarity Score: 57.93218006534345

 Document Pair(77,61) 	 Similarity Score: 19.03632024327058

 Document Pair(77,62) 	 Similarity Score: 19.03632024327058

 Document Pair(77,63) 	 Similarity Score: 19.03632024327058

 Document Pair(77,64) 	 Similarity Score: 20.39679973211878

 Document Pair(77,65) 	 Similarity Score: 19.03588380611737

 Document Pair(77,66) 	 Similarity Score: 25.898553774341153

 Document Pair(77,67) 	 Similarity Score: 20.39679973211878

 Document Pair(77,68) 	 Similarity Score: 20.39679973211878

 Document Pair(77,69) 	 Similarity Score: 19.03632024327058

 Document Pair(77,70) 	 Similarity Score: 20.39679973211878

 Document Pair(77,71) 	 Similarity Score: 20.39679973211878

 Document Pair(77,72) 	 Similarity Score: 19.03632024327058

 Document Pair(77,73) 	 Similarity Score: 17.53363223023792

 Document Pair(77,74) 	 Similarity Score: 19.036015259760127

 Document Pair(77,75) 	 Similarity Score: 19.036015259760127

 Document Pair(77,76) 	 Similarity Score: 19.036015259760127

 Document Pair(77,77) 	 Similarity Score: 101.81980515339464

 Document Pair(77,78) 	 Similarity Score: 19.036015259760127

 Document Pair(77,79) 	 Similarity Score: 19.03632024327058

 Document Pair(77,80) 	 Similarity Score: 19.036015259760127

 Document Pair(77,81) 	 Similarity Score: 23.165122507209233

 Document Pair(77,82) 	 Similarity Score: 19.03632024327058

 Document Pair(77,83) 	 Similarity Score: 20.39679973211878

 Document Pair(77,84) 	 Similarity Score: 19.03632024327058

 Document Pair(77,85) 	 Similarity Score: 19.03632024327058

 Document Pair(77,86) 	 Similarity Score: 19.03632024327058

 Document Pair(77,87) 	 Similarity Score: 20.39679973211878

 Document Pair(77,88) 	 Similarity Score: 19.03632024327058

 Document Pair(77,89) 	 Similarity Score: 20.39679973211878

 Document Pair(77,90) 	 Similarity Score: 19.03588380611737

 Document Pair(77,91) 	 Similarity Score: 20.39679973211878

 Document Pair(77,92) 	 Similarity Score: 19.036015259760127

 Document Pair(77,93) 	 Similarity Score: 56.5214827321985

 Document Pair(77,94) 	 Similarity Score: 19.036015259760127

 Document Pair(77,95) 	 Similarity Score: 19.036015259760127

 Document Pair(77,96) 	 Similarity Score: 19.03588380611737

 Document Pair(77,97) 	 Similarity Score: 26.038900345799487

 Document Pair(77,98) 	 Similarity Score: 19.03632024327058

 Document Pair(77,99) 	 Similarity Score: 19.036015259760127

 Document Pair(77,100) 	 Similarity Score: 19.0357538191659

 Document Pair(78,0) 	 Similarity Score: 21.783021518253758

 Document Pair(78,1) 	 Similarity Score: 35.843597775620864

 Document Pair(78,2) 	 Similarity Score: 27.47322683982437

 Document Pair(78,3) 	 Similarity Score: 101.81980515339464

 Document Pair(78,4) 	 Similarity Score: 28.935215619688382

 Document Pair(78,5) 	 Similarity Score: 27.47322683982437

 Document Pair(78,6) 	 Similarity Score: 27.47322683982437

 Document Pair(78,7) 	 Similarity Score: 35.843597775620864

 Document Pair(78,8) 	 Similarity Score: 25.26029653504816

 Document Pair(78,9) 	 Similarity Score: 35.843597775620864

 Document Pair(78,10) 	 Similarity Score: 27.47322683982437

 Document Pair(78,11) 	 Similarity Score: 20.346325778322903

 Document Pair(78,12) 	 Similarity Score: 35.843597775620864

 Document Pair(78,13) 	 Similarity Score: 35.843597775620864

 Document Pair(78,14) 	 Similarity Score: 35.843597775620864

 Document Pair(78,15) 	 Similarity Score: 23.355908274126

 Document Pair(78,16) 	 Similarity Score: 27.47322683982437

 Document Pair(78,17) 	 Similarity Score: 27.47322683982437

 Document Pair(78,18) 	 Similarity Score: 35.843597775620864

 Document Pair(78,19) 	 Similarity Score: 28.38989243877122

 Document Pair(78,20) 	 Similarity Score: 27.47322683982437

 Document Pair(78,21) 	 Similarity Score: 25.027579010065566

